7.6932661;51.3725825
7.6932427;51.3725832
7.6932194;51.372582
7.6931917;51.372578
7.6931653;51.3725714
7.693141;51.3725623
7.6931192;51.3725509
7.6931005;51.3725375
7.6930854;51.3725225
7.6930722;51.372502
7.6930656;51.3724804
7.6930659;51.3724583
7.6930716;51.3724397
7.6930822;51.3724219
7.6930975;51.3724054
7.693117;51.3723908
7.6931401;51.3723784
7.6931662;51.3723686
7.6931946;51.3723617
7.6932244;51.3723578
7.6932548;51.3723572
7.693285;51.3723597
7.6933141;51.3723653
7.6933382;51.3723727
7.6933603;51.3723823
7.6933798;51.3723938
7.6933964;51.372407
7.6934091;51.3724207
7.6934185;51.3724354
7.6934246;51.3724507
7.6934272;51.3724663
7.6934263;51.3724818
7.693422;51.3724972
7.6934144;51.372512
7.6934003;51.3725295
7.6933816;51.3725452
7.6933589;51.3725586
7.6933329;51.3725694
7.6933116;51.3725756
7.6932892;51.37258
7.6932661;51.3725825
7.6932992;51.3731551
7.6932735;51.3731829
7.6932421;51.3732092
7.6931893;51.3732373
7.6931379;51.3732623
7.6930623;51.3732867
7.6841668;51.3692258
7.6840269;51.3692031
7.6838525;51.3691827
7.6836804;51.3691716
7.6835309;51.3691611
7.6834655;51.3691521
7.6834183;51.3691419
7.6833638;51.3691203
7.6833202;51.3690931
7.683297;51.369065
7.6832839;51.3690352
7.6846646;51.3684557
7.6847452;51.368405
7.6848413;51.368352
7.6930623;51.3732867
7.6925963;51.3734064
7.6933375;51.3729186
7.6933436;51.3729516
7.6933461;51.3730029
7.6933412;51.3730532
7.6933268;51.3731042
7.6933147;51.3731308
7.6932992;51.3731551
7.6873755;51.370582
7.687369;51.3704978
7.6873627;51.3704677
7.6873504;51.3704097
7.6873134;51.3703127
7.6871683;51.3701852
7.6873755;51.370582
7.6874833;51.3705922
7.6877595;51.370615
7.6878616;51.3706227
7.6911182;51.3728126
7.6911675;51.3728904
7.6925963;51.3734064
7.6924719;51.373438
7.6922856;51.3734849
7.6920263;51.3732522
7.6920633;51.3732509
7.6921034;51.3732647
7.6921252;51.373281
7.6921856;51.3733443
7.6922365;51.3734146
7.692259;51.3734468
7.6922856;51.3734849
7.691828;51.3733228
7.6920263;51.3732522
7.6917647;51.3733453
7.691828;51.3733228
7.6915154;51.3734341
7.6916156;51.3733984
7.6917647;51.3733453
7.6914227;51.3734671
7.6915154;51.3734341
7.6912702;51.3735214
7.6914227;51.3734671
7.6871683;51.3701852
7.6865415;51.3699373
7.6859343;51.3697312
7.6855109;51.3696006
7.6852603;51.3695215
7.6848934;51.3694155
7.684601;51.3693345
7.6845101;51.3693093
7.6844993;51.3693063
7.6843303;51.3692644
7.6841668;51.3692258
7.6843041;51.3686888
7.6843792;51.3686516
7.6844584;51.3686115
7.6845181;51.3685717
7.6846646;51.3684557
7.6911675;51.3728904
7.6913999;51.3728499
7.6913999;51.3728499
7.6916108;51.3728049
7.6918296;51.37276
7.6921188;51.3726927
7.692439;51.372644
7.6923964;51.3726515
7.6923059;51.372664
7.6922315;51.3726812
7.6921188;51.3726927
7.6930854;51.3725225
7.6930167;51.3725295
7.6929593;51.3725341
7.6929044;51.3725402
7.6928306;51.37255
7.6927619;51.3725632
7.692664;51.3725862
7.6925715;51.3726089
7.6924859;51.3726315
7.692439;51.372644
7.6932498;51.3726906
7.6932346;51.372632
7.6932194;51.372582
7.6933375;51.3729186
7.6932958;51.3728461
7.693271;51.3727782
7.6932564;51.3727212
7.6932498;51.3726906
7.6878616;51.3706227
7.6879252;51.3706283
7.6879661;51.3706317
7.6883248;51.3706627
7.6887383;51.3706913
7.6888417;51.3706974
7.689078;51.3707154
7.6893015;51.3707288
7.6895696;51.3707449
7.6896657;51.3707515
7.6898262;51.3707784
7.6832835;51.368989
7.6833056;51.3689346
7.6833468;51.3688949
7.6833979;51.3688665
7.6834757;51.3688471
7.6835865;51.3688289
7.6837258;51.3688186
7.6838311;51.3688053
7.6839458;51.3687867
7.6840608;51.3687631
7.6841441;51.3687409
7.6842174;51.3687219
7.6843041;51.3686888
7.6832839;51.3690352
7.683282;51.3689989
7.6832835;51.368989
7.6903507;51.3710176
7.6905315;51.3711261
7.6906525;51.3712077
7.6908798;51.3713511
7.6909038;51.3713668
7.6909318;51.3713882
7.6909852;51.3714401
7.6910302;51.3714976
7.6910738;51.3715931
7.6910741;51.371718
7.6910765;51.371947
7.6910909;51.3725983
7.6910949;51.3727306
7.6911043;51.3727766
7.6911182;51.3728126
7.6898262;51.3707784
7.6899832;51.3708257
7.6901883;51.3709172
7.6903507;51.3710176
